Date,High,Low,Open,Close,Volume,Adj Close
2021-12-31,187.3300018310547,183.72000122070312,184.83999633789062,186.74000549316406,142900,186.74000549316406
2022-01-03,189.19000244140625,185.2100067138672,186.7899932861328,186.0399932861328,416500,186.0399932861328
2022-01-04,192.58999633789062,187.39999389648438,187.6300048828125,189.49000549316406,443700,189.49000549316406
2022-01-05,190.75,186.32000732421875,189.86000061035156,186.99000549316406,424600,186.99000549316406
2022-01-06,191.0399932861328,187.25999450683594,188.6699981689453,190.60000610351562,294600,190.60000610351562
2022-01-07,194.52000427246094,191.74000549316406,191.77000427246094,192.9600067138672,365800,192.9600067138672
2022-01-10,196.89999389648438,194.1999969482422,195.00999450683594,196.1999969482422,491300,196.1999969482422
2022-01-11,198.91000366210938,193.8800048828125,197.30999755859375,198.88999938964844,393300,198.88999938964844
2022-01-12,198.77000427246094,195.86000061035156,198.17999267578125,197.16000366210938,211000,197.16000366210938
2022-01-13,198.47999572753906,194.61000061035156,198.16000366210938,195.61000061035156,330300,195.61000061035156
2022-01-14,198.66000366210938,193.8800048828125,195.0,197.67999267578125,323300,197.67999267578125
2022-01-18,197.11000061035156,192.0399932861328,197.11000061035156,195.57000732421875,276800,195.57000732421875
2022-01-19,197.1199951171875,193.55999755859375,195.72000122070312,193.67999267578125,205500,193.67999267578125
2022-01-20,196.07000732421875,191.5,193.5399932861328,191.63999938964844,228800,191.63999938964844
2022-01-21,194.58999633789062,190.00999450683594,191.61000061035156,191.10000610351562,318300,191.10000610351562
2022-01-24,196.33999633789062,188.25,189.22999572753906,195.64999389648438,381900,195.64999389648438
2022-01-25,196.27999877929688,190.02000427246094,193.47999572753906,194.6699981689453,243000,194.6699981689453
2022-01-26,196.58999633789062,190.05999755859375,194.61000061035156,191.9199981689453,317900,191.9199981689453
2022-01-27,194.24000549316406,187.60000610351562,191.22000122070312,188.42999267578125,244100,188.42999267578125
2022-01-28,187.74000549316406,183.66000366210938,187.52999877929688,187.6699981689453,283500,187.6699981689453
2022-01-31,187.4199981689453,183.60000610351562,185.67999267578125,187.1999969482422,274600,187.1999969482422
2022-02-01,187.9600067138672,184.85000610351562,186.32000732421875,185.52000427246094,264100,185.52000427246094
2022-02-02,187.19000244140625,183.02000427246094,183.72999572753906,187.00999450683594,384900,187.00999450683594
2022-02-03,187.50999450683594,183.32000732421875,187.50999450683594,183.52999877929688,288100,183.52999877929688
2022-02-04,184.5399932861328,180.0,182.83999633789062,182.61000061035156,268700,182.61000061035156
2022-02-07,185.1300048828125,180.57000732421875,182.67999267578125,184.02000427246094,314300,184.02000427246094
2022-02-08,186.2899932861328,183.80999755859375,185.14999389648438,186.0,255800,186.0
2022-02-09,188.2100067138672,186.1699981689453,187.19000244140625,187.19000244140625,333600,187.19000244140625
2022-02-10,188.97999572753906,179.27000427246094,181.91000366210938,179.64999389648438,782200,179.64999389648438
2022-02-11,184.25,177.1999969482422,179.0,183.8699951171875,605900,183.8699951171875
2022-02-14,184.3300018310547,179.2899932861328,183.77999877929688,181.25999450683594,508300,181.25999450683594
2022-02-15,183.00999450683594,179.75999450683594,180.8300018310547,180.1300048828125,330400,180.1300048828125
2022-02-16,183.75999450683594,180.1300048828125,180.1300048828125,182.5800018310547,372300,182.5800018310547
2022-02-17,186.14999389648438,181.38499450683594,181.47000122070312,184.7449951171875,263581,184.7449951171875
